,ID,Delivery_person_Ratings,Delivery_person_Age,time_periods,Time_taken(min),Age_Group,Time_Group
460,0x6957 ,4.9,37,16:00-19:00,15,30-40,10-20
461,0x9151 ,4.4,34,19:00-22:00,31,30-40,30-40
462,0x9d4c ,4.7,25,22:00-23:59,11,20-30,10-20
463,0xd413 ,4.7,37,22:00-23:59,22,30-40,20-30
465,0x4421 ,5.0,27,13:00-16:00,24,20-30,20-30
466,0xa631 ,4.7,36,10:00-13:00,16,30-40,10-20
468,0xdf8e ,4.9,20,10:00-13:00,31,20-30,30-40
469,0xa04 ,4.7,28,19:00-22:00,31,20-30,30-40
470,0x4300 ,4.0,36,10:00-13:00,33,30-40,30-40
471,0x58c2 ,4.7,20,22:00-23:59,16,20-30,10-20
472,0xbbc6 ,4.7,22,22:00-23:59,16,20-30,10-20
474,0xbcd5 ,4.8,34,07:00-10:00,18,30-40,10-20
475,0x6234 ,4.8,25,16:00-19:00,26,20-30,20-30
476,0xcc11 ,5.0,38,19:00-22:00,34,30-40,30-40
477,0x6445 ,3.5,34,16:00-19:00,32,30-40,30-40
478,0x33dc ,4.9,24,19:00-22:00,22,20-30,20-30
479,0xacd8 ,4.6,33,19:00-22:00,50,30-40,40-54
480,0xbfb4 ,4.6,21,10:00-13:00,16,20-30,10-20
481,0xd989 ,4.6,25,16:00-19:00,23,20-30,20-30
482,0x8b3f ,4.9,23,13:00-16:00,19,20-30,10-20
483,0xdeb4 ,4.9,34,22:00-23:59,25,30-40,20-30
484,0xa243 ,4.7,25,16:00-19:00,37,20-30,30-40
485,0xd446 ,4.9,28,22:00-23:59,10,20-30,10-20
486,0x6436 ,3.7,34,19:00-22:00,34,30-40,30-40
487,0x5d2d ,4.5,24,22:00-23:59,14,20-30,10-20
489,0x8b2b ,4.6,38,19:00-22:00,30,30-40,30-40
490,0xc1ec ,4.8,32,16:00-19:00,17,30-40,10-20
491,0xde6f ,5.0,28,16:00-19:00,29,20-30,20-30
492,0x33a0 ,4.5,29,19:00-22:00,37,20-30,30-40
493,0xb712 ,4.8,28,19:00-22:00,23,20-30,20-30
494,0x8299 ,4.8,39,19:00-22:00,30,30-40,30-40
495,0x9e30 ,4.8,39,19:00-22:00,29,30-40,20-30
496,0x9155 ,4.8,26,07:00-10:00,14,20-30,10-20
497,0x3d8c ,4.8,33,22:00-23:59,28,30-40,20-30
498,0xd3fa ,4.9,37,19:00-22:00,27,30-40,20-30
500,0xb012 ,4.6,24,22:00-23:59,16,20-30,10-20
501,0xdcaa ,5.0,36,19:00-22:00,43,30-40,40-54
502,0x9587 ,4.7,22,16:00-19:00,44,20-30,40-54
503,0x43ba ,4.6,21,16:00-19:00,22,20-30,20-30
505,0x70f5 ,4.7,33,07:00-10:00,18,30-40,10-20
506,0x575d ,4.1,27,10:00-13:00,16,20-30,10-20
508,0x4f3c ,4.2,30,19:00-22:00,46,30-40,40-54
509,0xb9bc ,4.8,22,16:00-19:00,26,20-30,20-30
510,0xb209 ,4.9,20,16:00-19:00,17,20-30,10-20
511,0x4f9a ,4.4,31,19:00-22:00,44,30-40,40-54
512,0x8011 ,4.6,36,19:00-22:00,17,30-40,10-20
513,0x9692 ,4.9,39,19:00-22:00,43,30-40,40-54
514,0x9415 ,4.7,32,22:00-23:59,41,30-40,40-54
515,0xb6a0 ,4.2,23,16:00-19:00,34,20-30,30-40
516,0x7bf ,3.8,30,19:00-22:00,40,30-40,40-54
517,0x7cb8 ,4.7,26,07:00-10:00,16,20-30,10-20
519,0x9c8c ,4.9,21,10:00-13:00,13,20-30,10-20
520,0xb38b ,4.6,23,16:00-19:00,29,20-30,20-30
521,0x4d5b ,4.9,22,10:00-13:00,24,20-30,20-30
522,0x8f9e ,4.5,39,16:00-19:00,16,30-40,10-20
523,0x3b2e ,4.1,32,19:00-22:00,34,30-40,30-40
524,0x2cb6 ,4.7,25,19:00-22:00,20,20-30,20-30
525,0x9d2b ,5.0,30,13:00-16:00,28,30-40,20-30
526,0x7943 ,4.8,25,16:00-19:00,30,20-30,30-40
527,0x205d ,4.7,26,22:00-23:59,14,20-30,10-20
528,0x5aad ,4.6,30,13:00-16:00,30,30-40,30-40
529,0xd747 ,4.3,31,07:00-10:00,25,30-40,20-30
530,0xac01 ,4.8,33,22:00-23:59,28,30-40,20-30
531,0x9098 ,5.0,20,22:00-23:59,17,20-30,10-20
532,0xaff ,4.3,36,19:00-22:00,33,30-40,30-40
533,0xa3a6 ,4.9,20,16:00-19:00,36,20-30,30-40
535,0xe076 ,4.1,38,19:00-22:00,38,30-40,30-40
536,0x8a91 ,4.7,37,19:00-22:00,25,30-40,20-30
537,0x788d ,5.0,28,19:00-22:00,40,20-30,40-54
538,0x6948 ,3.5,39,22:00-23:59,32,30-40,30-40
539,0x28e9 ,4.0,31,19:00-22:00,42,30-40,40-54
540,0x53ea ,4.9,30,22:00-23:59,27,30-40,20-30
541,0xcd30 ,4.9,27,19:00-22:00,25,20-30,20-30
542,0x57ce ,4.9,30,22:00-23:59,24,30-40,20-30
543,0x3d57 ,4.5,29,19:00-22:00,30,20-30,30-40
544,0xdd28 ,4.5,35,22:00-23:59,22,30-40,20-30
545,0x1b03 ,4.9,34,10:00-13:00,31,30-40,30-40
546,0x9646 ,4.8,37,22:00-23:59,16,30-40,10-20
547,0x3e9b ,4.9,34,19:00-22:00,25,30-40,20-30
548,0x5a5d ,4.9,31,10:00-13:00,16,30-40,10-20
549,0x33dd ,4.1,23,19:00-22:00,32,20-30,30-40
550,0xab46 ,4.7,29,16:00-19:00,20,20-30,20-30
551,0xa8b9 ,4.9,20,07:00-10:00,11,20-30,10-20
552,0x7096 ,4.1,26,22:00-23:59,21,20-30,20-30
553,0x23b8 ,4.5,34,19:00-22:00,44,30-40,40-54
554,0xc55c ,4.9,34,22:00-23:59,19,30-40,10-20
555,0x9b27 ,4.7,21,19:00-22:00,11,20-30,10-20
556,0xbc03 ,4.6,35,22:00-23:59,23,30-40,20-30
557,0x38c5 ,4.7,20,22:00-23:59,12,20-30,10-20
558,0x2997 ,4.1,24,19:00-22:00,39,20-30,30-40
559,0x5aa4 ,4.5,25,13:00-16:00,16,20-30,10-20
560,0x1d9c ,4.8,22,22:00-23:59,17,20-30,10-20
561,0xb041 ,4.7,38,16:00-19:00,24,30-40,20-30
562,0x5145 ,4.3,29,10:00-13:00,33,20-30,30-40
563,0x91ba ,4.8,24,16:00-19:00,29,20-30,20-30
564,0xc951 ,4.8,36,16:00-19:00,42,30-40,40-54
565,0xb0e7 ,4.7,31,22:00-23:59,28,30-40,20-30
566,0x1a1e ,4.8,20,19:00-22:00,25,20-30,20-30
567,0xcdf4 ,4.6,25,16:00-19:00,16,20-30,10-20
568,0xaea ,5.0,23,22:00-23:59,11,20-30,10-20
569,0x6723 ,4.7,39,16:00-19:00,34,30-40,30-40
570,0x326e ,4.7,21,16:00-19:00,35,20-30,30-40
571,0x1983 ,4.7,32,16:00-19:00,25,30-40,20-30
572,0x7648 ,4.9,36,19:00-22:00,15,30-40,10-20
573,0x8028 ,4.8,38,19:00-22:00,49,30-40,40-54
574,0x5d47 ,4.3,34,16:00-19:00,35,30-40,30-40
575,0x5fd4 ,2.5,23,22:00-23:59,34,20-30,30-40
576,0xa14d ,3.6,32,19:00-22:00,39,30-40,30-40
577,0x6b51 ,4.8,31,07:00-10:00,26,30-40,20-30
578,0xa5dc ,4.6,22,19:00-22:00,11,20-30,10-20
579,0x268b ,3.9,34,22:00-23:59,33,30-40,30-40
580,0x15f4 ,4.8,39,19:00-22:00,47,30-40,40-54
581,0x711a ,5.0,21,22:00-23:59,25,20-30,20-30
582,0x21c3 ,3.9,34,22:00-23:59,37,30-40,30-40
584,0x7022 ,4.9,28,16:00-19:00,15,20-30,10-20
585,0x33b9 ,4.9,34,07:00-10:00,20,30-40,20-30
586,0x3b1e ,4.7,21,19:00-22:00,29,20-30,20-30
587,0xa085 ,4.6,30,10:00-13:00,30,30-40,30-40
588,0x4390 ,5.0,36,22:00-23:59,16,30-40,10-20
589,0x56aa ,4.5,25,07:00-10:00,24,20-30,20-30
590,0x9797 ,4.3,38,19:00-22:00,31,30-40,30-40
591,0x7b89 ,5.0,24,13:00-16:00,12,20-30,10-20
592,0xa2f8 ,4.0,31,16:00-19:00,34,30-40,30-40
593,0xb52c ,4.7,31,16:00-19:00,29,30-40,20-30
594,0x9571 ,4.6,27,19:00-22:00,13,20-30,10-20
595,0x2e2a ,4.8,23,10:00-13:00,11,20-30,10-20
597,0x3318 ,4.7,25,16:00-19:00,23,20-30,20-30
598,0x7726 ,4.5,38,07:00-10:00,24,30-40,20-30
599,0x94dd ,4.8,32,16:00-19:00,26,30-40,20-30
600,0x8227 ,4.3,22,19:00-22:00,36,20-30,30-40
601,0xfc1 ,4.9,35,19:00-22:00,31,30-40,30-40
602,0x8322 ,4.1,35,16:00-19:00,46,30-40,40-54
603,0xc082 ,4.8,34,16:00-19:00,18,30-40,10-20
604,0xa635 ,3.5,22,22:00-23:59,33,20-30,30-40
606,0x33be ,4.9,28,16:00-19:00,24,20-30,20-30
607,0x3d21 ,3.6,35,22:00-23:59,34,30-40,30-40
608,0xd152 ,4.8,38,00:00-04:00,17,30-40,10-20
609,0x1c01 ,5.0,31,22:00-23:59,28,30-40,20-30
611,0xd550 ,5.0,26,22:00-23:59,10,20-30,10-20
612,0x7ffc ,4.4,36,16:00-19:00,31,30-40,30-40
613,0x9e4e ,4.6,26,19:00-22:00,32,20-30,30-40
615,0x4e5a ,4.3,25,16:00-19:00,37,20-30,30-40
616,0x3776 ,5.0,25,10:00-13:00,32,20-30,30-40
617,0xca9b ,4.7,30,16:00-19:00,24,30-40,20-30
620,0x9107 ,4.2,33,10:00-13:00,39,30-40,30-40
621,0x7317 ,4.9,39,16:00-19:00,26,30-40,20-30
622,0x8464 ,4.5,34,19:00-22:00,28,30-40,20-30
623,0x9af2 ,4.2,37,22:00-23:59,30,30-40,30-40
624,0x8d48 ,4.8,36,22:00-23:59,20,30-40,20-30
625,0xa077 ,4.9,29,19:00-22:00,45,20-30,40-54
626,0x8fa0 ,4.4,30,22:00-23:59,35,30-40,30-40
627,0x291d ,5.0,32,19:00-22:00,43,30-40,40-54
628,0x7b54 ,4.8,21,22:00-23:59,13,20-30,10-20
629,0x895b ,4.2,24,16:00-19:00,35,20-30,30-40
630,0x8583 ,4.9,28,19:00-22:00,25,20-30,20-30
631,0xd6bf ,4.9,39,22:00-23:59,21,30-40,20-30
632,0x4340 ,5.0,21,22:00-23:59,11,20-30,10-20
634,0xdd00 ,4.8,35,16:00-19:00,29,30-40,20-30
635,0xdac9 ,4.5,25,22:00-23:59,20,20-30,20-30
636,0x5d7a ,5.0,20,19:00-22:00,22,20-30,20-30
637,0x65b1 ,4.7,23,19:00-22:00,31,20-30,30-40
638,0x80aa ,4.7,28,22:00-23:59,25,20-30,20-30
639,0xb22b ,4.8,31,19:00-22:00,22,30-40,20-30
640,0x1a31 ,4.5,28,16:00-19:00,16,20-30,10-20
641,0xc2ba ,3.9,20,19:00-22:00,54,20-30,
642,0x9892 ,4.9,26,19:00-22:00,22,20-30,20-30
643,0xddb7 ,4.6,34,10:00-13:00,26,30-40,20-30
644,0x4cce ,4.8,24,10:00-13:00,10,20-30,10-20
645,0x8b86 ,4.8,35,19:00-22:00,43,30-40,40-54
646,0xad08 ,4.7,31,19:00-22:00,19,30-40,10-20
647,0xd4df ,4.7,20,22:00-23:59,28,20-30,20-30
648,0x6561 ,4.0,32,10:00-13:00,31,30-40,30-40
649,0xd02f ,4.7,25,16:00-19:00,19,20-30,10-20
650,0x6932 ,5.0,29,19:00-22:00,20,20-30,20-30
651,0x5697 ,4.8,20,19:00-22:00,14,20-30,10-20
652,0x25eb ,4.7,23,19:00-22:00,42,20-30,40-54
653,0x9abf ,5.0,33,16:00-19:00,25,30-40,20-30
654,0x9790 ,4.8,24,19:00-22:00,16,20-30,10-20
655,0x768d ,4.8,25,16:00-19:00,22,20-30,20-30
657,0x2c5a ,4.4,31,22:00-23:59,37,30-40,30-40
658,0x163c ,4.8,38,16:00-19:00,17,30-40,10-20
659,0xd398 ,4.6,22,19:00-22:00,15,20-30,10-20
660,0x417b ,4.7,35,10:00-13:00,12,30-40,10-20
661,0x4291 ,3.8,34,22:00-23:59,39,30-40,30-40
662,0x5761 ,4.8,20,22:00-23:59,28,20-30,20-30
663,0xc8f ,4.6,29,07:00-10:00,16,20-30,10-20
664,0xa49a ,3.5,20,19:00-22:00,50,20-30,40-54
665,0xb4e4 ,4.2,30,19:00-22:00,49,30-40,40-54
667,0xa866 ,4.4,24,19:00-22:00,49,20-30,40-54
668,0xdb84 ,4.0,35,19:00-22:00,35,30-40,30-40
669,0x7008 ,4.8,28,07:00-10:00,18,20-30,10-20
670,0xa22e ,5.0,22,19:00-22:00,11,20-30,10-20
671,0x7820 ,4.8,23,19:00-22:00,33,20-30,30-40
673,0x41f5 ,4.9,22,07:00-10:00,16,20-30,10-20
674,0x7d1a ,4.6,34,19:00-22:00,29,30-40,20-30
675,0x3b72 ,4.7,30,10:00-13:00,26,30-40,20-30
676,0x8c6a ,4.8,20,16:00-19:00,14,20-30,10-20
677,0x25a5 ,5.0,20,19:00-22:00,36,20-30,30-40
678,0xca3b ,4.6,39,22:00-23:59,24,30-40,20-30
679,0xa598 ,4.7,27,07:00-10:00,11,20-30,10-20
680,0x1812 ,4.8,35,07:00-10:00,27,30-40,20-30
681,0x53e7 ,4.8,24,19:00-22:00,26,20-30,20-30
682,0xdd8c ,4.9,25,16:00-19:00,17,20-30,10-20
683,0x2668 ,4.8,28,16:00-19:00,14,20-30,10-20
684,0x4945 ,4.6,33,22:00-23:59,30,30-40,30-40
686,0x99b6 ,4.9,30,19:00-22:00,35,30-40,30-40
687,0x9869 ,4.9,31,22:00-23:59,29,30-40,20-30
688,0x4593 ,4.8,31,16:00-19:00,21,30-40,20-30
689,0xce38 ,4.7,24,10:00-13:00,16,20-30,10-20
691,0xc947 ,4.6,39,16:00-19:00,18,30-40,10-20
692,0xdfa1 ,4.5,37,22:00-23:59,24,30-40,20-30
693,0x4062 ,4.8,26,16:00-19:00,21,20-30,20-30
694,0x4b99 ,4.4,35,16:00-19:00,32,30-40,30-40
695,0xc529 ,4.8,29,10:00-13:00,14,20-30,10-20
696,0xb9d7 ,4.8,24,10:00-13:00,19,20-30,10-20
697,0x41ee ,4.9,25,16:00-19:00,27,20-30,20-30
698,0xae81 ,4.5,20,13:00-16:00,21,20-30,20-30
700,0xbb43 ,5.0,29,10:00-13:00,21,20-30,20-30
701,0x26be ,4.8,37,07:00-10:00,27,30-40,20-30
702,0xcf60 ,4.8,30,10:00-13:00,28,30-40,20-30
703,0x665b ,5.0,23,16:00-19:00,34,20-30,30-40
704,0xd086 ,4.5,36,22:00-23:59,18,30-40,10-20
705,0x500f ,4.5,39,00:00-04:00,37,30-40,30-40
706,0x7f7e ,4.9,28,16:00-19:00,13,20-30,10-20
707,0xb01d ,4.8,32,07:00-10:00,18,30-40,10-20
708,0x50e7 ,4.9,38,16:00-19:00,31,30-40,30-40
709,0xde8e ,4.7,32,16:00-19:00,24,30-40,20-30
710,0x411e ,4.8,35,19:00-22:00,42,30-40,40-54
711,0xd14c ,4.8,33,22:00-23:59,21,30-40,20-30
712,0x8cc7 ,4.9,27,19:00-22:00,32,20-30,30-40
713,0x5cde ,4.9,28,19:00-22:00,17,20-30,10-20
714,0x2048 ,4.6,27,13:00-16:00,22,20-30,20-30
715,0x759d ,5.0,23,19:00-22:00,27,20-30,20-30
716,0x1432 ,4.2,37,22:00-23:59,37,30-40,30-40
717,0x7a4d ,4.9,36,16:00-19:00,24,30-40,20-30
718,0xdbab ,4.9,32,19:00-22:00,47,30-40,40-54
719,0x5e22 ,4.8,38,22:00-23:59,17,30-40,10-20
720,0x6c74 ,4.8,38,19:00-22:00,27,30-40,20-30
721,0xdc27 ,5.0,27,22:00-23:59,16,20-30,10-20
722,0x836d ,4.4,31,19:00-22:00,53,30-40,40-54
723,0xabbe ,4.2,21,10:00-13:00,16,20-30,10-20
725,0x96c3 ,4.9,23,16:00-19:00,36,20-30,30-40
726,0x2f75 ,4.8,36,19:00-22:00,15,30-40,10-20
728,0x92dd ,4.7,34,10:00-13:00,26,30-40,20-30
729,0x54b6 ,4.9,20,22:00-23:59,15,20-30,10-20
730,0x5177 ,4.1,25,22:00-23:59,28,20-30,20-30
731,0x9150 ,4.6,36,19:00-22:00,30,30-40,30-40
732,0x5997 ,4.7,27,22:00-23:59,20,20-30,20-30
733,0xc775 ,4.1,35,10:00-13:00,32,30-40,30-40
734,0x4e36 ,4.8,31,13:00-16:00,26,30-40,20-30
735,0xdb58 ,4.8,33,22:00-23:59,22,30-40,20-30
736,0x6e6f ,5.0,23,19:00-22:00,44,20-30,40-54
737,0x8bb9 ,4.5,23,16:00-19:00,26,20-30,20-30
738,0x74c1 ,4.7,29,16:00-19:00,14,20-30,10-20
739,0x35ce ,4.8,29,13:00-16:00,26,20-30,20-30
740,0xd044 ,5.0,30,22:00-23:59,19,30-40,10-20
741,0xa1a8 ,4.9,39,10:00-13:00,25,30-40,20-30
742,0x2c77 ,4.3,34,16:00-19:00,36,30-40,30-40
743,0xbaa4 ,4.8,36,07:00-10:00,29,30-40,20-30
744,0x8445 ,4.9,30,19:00-22:00,24,30-40,20-30
745,0x3ce8 ,4.8,29,19:00-22:00,29,20-30,20-30
746,0x9db4 ,4.7,24,22:00-23:59,10,20-30,10-20
747,0x4c17 ,4.8,37,07:00-10:00,18,30-40,10-20
749,0x6d8f ,4.8,30,22:00-23:59,16,30-40,10-20
750,0x7b92 ,4.7,21,22:00-23:59,10,20-30,10-20
751,0x11e4 ,4.7,33,16:00-19:00,22,30-40,20-30
752,0x164d ,4.4,39,22:00-23:59,39,30-40,30-40
753,0xbeb1 ,4.8,25,22:00-23:59,22,20-30,20-30
754,0xd2e5 ,4.7,26,22:00-23:59,18,20-30,10-20
755,0x7c6 ,5.0,30,07:00-10:00,25,30-40,20-30
756,0xd6c5 ,4.7,37,07:00-10:00,20,30-40,20-30
757,0xcfaa ,4.7,39,07:00-10:00,24,30-40,20-30
758,0xb2b ,4.9,21,16:00-19:00,19,20-30,10-20
759,0x47c2 ,4.1,31,16:00-19:00,33,30-40,30-40
760,0x57d0 ,4.9,38,13:00-16:00,25,30-40,20-30
761,0xd7fa ,4.9,35,16:00-19:00,36,30-40,30-40
763,0x6aed ,4.9,39,16:00-19:00,17,30-40,10-20
764,0x7e6e ,4.8,31,16:00-19:00,23,30-40,20-30
765,0x856d ,4.1,39,07:00-10:00,29,30-40,20-30
766,0x276e ,4.7,26,19:00-22:00,12,20-30,10-20
767,0xb26f ,4.2,39,22:00-23:59,32,30-40,30-40
769,0xd010 ,4.0,32,19:00-22:00,46,30-40,40-54
770,0x6095 ,4.9,34,19:00-22:00,36,30-40,30-40
771,0x64c5 ,4.8,25,13:00-16:00,28,20-30,20-30
772,0xc02 ,5.0,38,16:00-19:00,32,30-40,30-40
773,0x2c0b ,4.9,39,19:00-22:00,30,30-40,30-40
774,0x7b16 ,4.3,33,16:00-19:00,31,30-40,30-40
776,0x223b ,4.4,30,16:00-19:00,40,30-40,40-54
777,0x922a ,4.9,21,16:00-19:00,15,20-30,10-20
778,0x6c5a ,4.5,20,13:00-16:00,51,20-30,40-54
779,0xd5a6 ,4.6,28,16:00-19:00,17,20-30,10-20
780,0xc72d ,4.6,26,10:00-13:00,22,20-30,20-30
781,0xcda0 ,4.3,31,10:00-13:00,48,30-40,40-54
782,0xd719 ,4.6,27,19:00-22:00,43,20-30,40-54
783,0x6a7b ,5.0,32,19:00-22:00,25,30-40,20-30
784,0x2d99 ,4.9,23,07:00-10:00,10,20-30,10-20
785,0x9bfd ,4.9,26,19:00-22:00,25,20-30,20-30
786,0x685c ,5.0,34,19:00-22:00,30,30-40,30-40
787,0x340d ,4.7,37,16:00-19:00,25,30-40,20-30
789,0x9205 ,4.6,28,16:00-19:00,27,20-30,20-30
790,0xae90 ,4.8,23,10:00-13:00,11,20-30,10-20
791,0x3d6a ,4.7,33,19:00-22:00,25,30-40,20-30
792,0x8376 ,4.5,37,22:00-23:59,16,30-40,10-20
793,0xb6aa ,4.9,22,19:00-22:00,16,20-30,10-20
794,0x3730 ,5.0,29,22:00-23:59,27,20-30,20-30
795,0x9481 ,4.6,32,22:00-23:59,24,30-40,20-30
796,0xe19d ,4.9,36,22:00-23:59,15,30-40,10-20
797,0x30d5 ,4.7,37,22:00-23:59,26,30-40,20-30
798,0x998b ,4.8,31,10:00-13:00,19,30-40,10-20
799,0xb76a ,4.9,21,16:00-19:00,18,20-30,10-20
801,0xa472 ,4.5,35,19:00-22:00,44,30-40,40-54
802,0xa0d3 ,4.9,36,22:00-23:59,23,30-40,20-30
803,0x8dcd ,4.5,34,19:00-22:00,26,30-40,20-30
804,0xc362 ,4.5,26,10:00-13:00,22,20-30,20-30
805,0xa2da ,4.7,39,19:00-22:00,19,30-40,10-20
806,0x2e43 ,4.7,33,07:00-10:00,10,30-40,10-20
808,0xd667 ,4.6,36,22:00-23:59,25,30-40,20-30
809,0x3efa ,4.5,27,10:00-13:00,20,20-30,20-30
810,0xdc40 ,4.8,37,19:00-22:00,28,30-40,20-30
811,0x8530 ,4.7,28,22:00-23:59,17,20-30,10-20
812,0xbb2 ,4.7,21,22:00-23:59,15,20-30,10-20
813,0x632b ,4.3,28,10:00-13:00,21,20-30,20-30
814,0xa652 ,3.9,26,19:00-22:00,46,20-30,40-54
815,0x325f ,4.7,39,16:00-19:00,18,30-40,10-20
816,0xd3e6 ,4.8,27,07:00-10:00,10,20-30,10-20
817,0xd229 ,4.7,38,16:00-19:00,29,30-40,20-30
818,0x2e15 ,4.1,32,19:00-22:00,42,30-40,40-54
819,0xb76e ,5.0,25,19:00-22:00,35,20-30,30-40
820,0x953e ,4.9,38,19:00-22:00,28,30-40,20-30
821,0x44bc ,4.9,33,16:00-19:00,22,30-40,20-30
822,0x2d82 ,4.7,31,16:00-19:00,17,30-40,10-20
823,0x218d ,4.6,22,07:00-10:00,16,20-30,10-20
824,0x3d76 ,4.8,27,22:00-23:59,22,20-30,20-30
825,0xafd7 ,4.9,31,22:00-23:59,23,30-40,20-30
826,0xa66 ,4.5,29,22:00-23:59,17,20-30,10-20
827,0x353d ,4.2,27,22:00-23:59,18,20-30,10-20
828,0x8d35 ,5.0,35,10:00-13:00,43,30-40,40-54
829,0x5ae0 ,4.5,34,16:00-19:00,23,30-40,20-30
830,0x293c ,4.2,36,16:00-19:00,33,30-40,30-40
831,0x536c ,5.0,38,10:00-13:00,25,30-40,20-30
832,0xd6de ,4.6,25,22:00-23:59,19,20-30,10-20
833,0xd3f0 ,4.8,27,19:00-22:00,12,20-30,10-20
834,0x577c ,4.7,33,00:00-04:00,10,30-40,10-20
835,0x83ad ,4.8,32,19:00-22:00,33,30-40,30-40
836,0x40a7 ,4.9,28,16:00-19:00,27,20-30,20-30
837,0x179b ,4.2,25,07:00-10:00,29,20-30,20-30
838,0xa229 ,4.7,36,10:00-13:00,25,30-40,20-30
839,0x8229 ,4.9,26,19:00-22:00,17,20-30,10-20
840,0x1f3c ,5.0,22,19:00-22:00,34,20-30,30-40
841,0xbb48 ,4.9,39,19:00-22:00,29,30-40,20-30
842,0xdbdd ,4.7,34,19:00-22:00,34,30-40,30-40
843,0xbfc4 ,4.8,33,07:00-10:00,28,30-40,20-30
844,0x154a ,4.6,31,16:00-19:00,26,30-40,20-30
845,0x8273 ,5.0,35,13:00-16:00,37,30-40,30-40
846,0x69a2 ,4.7,29,16:00-19:00,23,20-30,20-30
847,0xa03a ,3.8,32,19:00-22:00,31,30-40,30-40
848,0x8fb2 ,4.0,29,19:00-22:00,33,20-30,30-40
849,0x42ec ,4.9,23,13:00-16:00,13,20-30,10-20
850,0xa8fb ,5.0,24,10:00-13:00,11,20-30,10-20
851,0x8105 ,4.7,39,07:00-10:00,16,30-40,10-20
852,0x238b ,4.9,20,10:00-13:00,16,20-30,10-20
853,0x9e79 ,4.6,31,22:00-23:59,17,30-40,10-20
854,0x1f79 ,4.9,22,22:00-23:59,22,20-30,20-30
855,0xe199 ,4.7,34,19:00-22:00,40,30-40,40-54
857,0x5e76 ,4.9,29,16:00-19:00,17,20-30,10-20
858,0x6c6 ,4.8,34,22:00-23:59,28,30-40,20-30
859,0xe08f ,4.8,25,16:00-19:00,15,20-30,10-20
860,0xb81a ,4.9,25,16:00-19:00,29,20-30,20-30
861,0x95b6 ,4.8,35,19:00-22:00,30,30-40,30-40
862,0x6742 ,4.5,24,22:00-23:59,24,20-30,20-30
863,0x7da4 ,4.6,28,10:00-13:00,11,20-30,10-20
864,0x3493 ,4.9,20,22:00-23:59,24,20-30,20-30
865,0xba88 ,5.0,37,16:00-19:00,29,30-40,20-30
866,0xcf61 ,3.8,38,22:00-23:59,33,30-40,30-40
867,0xbd23 ,4.8,34,07:00-10:00,17,30-40,10-20
868,0xd3e ,4.7,29,10:00-13:00,17,20-30,10-20
869,0x1a29 ,4.4,27,16:00-19:00,33,20-30,30-40
870,0x9d8 ,4.1,27,19:00-22:00,44,20-30,40-54
871,0x3a89 ,4.8,38,10:00-13:00,27,30-40,20-30
872,0x78a9 ,4.1,37,16:00-19:00,38,30-40,30-40
873,0x5634 ,5.0,37,16:00-19:00,18,30-40,10-20
874,0x29fb ,4.6,35,16:00-19:00,37,30-40,30-40
875,0x4641 ,4.9,25,10:00-13:00,20,20-30,20-30
876,0x4dc2 ,4.8,28,19:00-22:00,37,20-30,30-40
877,0x41a1 ,4.6,33,07:00-10:00,19,30-40,10-20
878,0x6df6 ,4.9,29,19:00-22:00,24,20-30,20-30
879,0x2d53 ,4.7,21,16:00-19:00,15,20-30,10-20
880,0x535e ,4.6,27,10:00-13:00,12,20-30,10-20
881,0xd247 ,4.9,32,19:00-22:00,16,30-40,10-20
883,0xb8c2 ,4.5,35,10:00-13:00,20,30-40,20-30
884,0xccb2 ,3.6,37,16:00-19:00,38,30-40,30-40
885,0x9566 ,5.0,28,22:00-23:59,15,20-30,10-20
886,0x7dcf ,4.7,32,22:00-23:59,25,30-40,20-30
887,0xcc88 ,4.8,29,19:00-22:00,10,20-30,10-20
888,0x74d8 ,4.8,38,10:00-13:00,17,30-40,10-20
889,0xdd97 ,4.8,28,07:00-10:00,16,20-30,10-20
890,0xab97 ,4.9,20,19:00-22:00,27,20-30,20-30
891,0xc3ed ,4.7,23,19:00-22:00,33,20-30,30-40
892,0xb1a5 ,5.0,23,16:00-19:00,30,20-30,30-40
893,0x690e ,4.7,25,16:00-19:00,28,20-30,20-30
894,0x1efe ,4.9,39,16:00-19:00,39,30-40,30-40
895,0xd1b8 ,4.7,25,00:00-04:00,19,20-30,10-20
897,0xb37 ,4.5,28,19:00-22:00,23,20-30,20-30
898,0xdd9f ,4.6,25,22:00-23:59,17,20-30,10-20
899,0x8a34 ,4.8,38,10:00-13:00,28,30-40,20-30
900,0xc230 ,4.6,29,22:00-23:59,19,20-30,10-20
902,0x8e20 ,4.6,23,19:00-22:00,19,20-30,10-20
903,0x46e7 ,4.1,28,19:00-22:00,44,20-30,40-54
904,0x9acc ,4.7,20,22:00-23:59,20,20-30,20-30
905,0xa0e6 ,4.2,27,19:00-22:00,39,20-30,30-40
906,0x2656 ,4.9,33,07:00-10:00,14,30-40,10-20
907,0x50db ,4.3,39,19:00-22:00,40,30-40,40-54
908,0x917f ,4.1,38,16:00-19:00,36,30-40,30-40
909,0x728a ,4.1,34,10:00-13:00,35,30-40,30-40
911,0x5064 ,4.2,21,22:00-23:59,23,20-30,20-30
912,0xd8af ,4.7,22,22:00-23:59,26,20-30,20-30
913,0x1c54 ,4.6,26,19:00-22:00,21,20-30,20-30
