Festival,Order_Date,Time_taken(min),time_periods,Road_traffic_density,Order_Date_period
No ,2022-04-02,34,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-14,25,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-04,30,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-20,48,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-12,18,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-27,28,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-10,26,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-06,16,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-07,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-04,22,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-03,15,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-13,28,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-28,20,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-15,32,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-04-04,17,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-28,38,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-01,14,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-13,26,13:00-16:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-02,30,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-15,29,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-06,12,22:00-23:59,Low,2022-04-01 - 2022-04-10
Yes ,2022-03-23,49,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-25,42,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-27,24,19:00-22:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-25,46,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-17,27,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-04-03,13,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-02-12,25,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-04,24,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-05,12,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-13,24,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-01,29,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-31,18,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-06,23,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-23,19,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-04,29,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-20,24,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-18,40,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-11,22,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-10,43,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-02,26,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-24,27,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-23,35,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-26,27,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-15,27,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-19,17,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-12,17,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-24,15,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-12,39,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-04,18,16:00-19:00,Medium,2022-04-01 - 2022-04-10
Yes ,2022-02-18,48,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-10,28,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-13,29,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-11,32,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-02,41,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-18,39,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-07,16,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-10,48,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-06,40,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-03,11,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-12,19,22:00-23:59,Jam,2022-02-10 - 2022-02-20
No ,2022-03-10,35,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-07,16,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-09,15,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-05,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-17,11,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-17,22,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-05,24,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-11,16,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-11,31,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-14,31,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-30,33,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-17,16,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-06,16,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-04-05,18,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-14,26,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-15,34,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-31,32,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-20,22,19:00-22:00,Jam,2022-03-10 - 2022-03-20
Yes ,2022-03-12,50,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-17,16,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-02-15,23,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-05,19,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-02-17,25,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-31,37,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-12,10,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-27,34,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-08,14,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-21,30,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-16,17,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-14,29,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-31,37,19:00-22:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-16,23,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-05,30,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-12,29,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-26,14,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-24,28,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-11,27,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-27,16,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-14,43,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-04,44,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-30,22,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-05,18,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-11,16,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-04-06,46,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-06,26,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-02,17,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-12,44,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-28,17,19:00-22:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-14,43,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-31,41,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-16,34,16:00-19:00,Medium,2022-03-10 - 2022-03-20
Yes ,2022-03-18,40,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-05,16,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-13,13,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-21,29,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-03,24,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-30,16,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-24,34,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-25,20,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-30,28,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-03-29,30,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-06,14,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-21,30,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-02-11,25,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-18,28,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-15,17,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-20,33,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-18,36,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-16,38,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-11,25,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-06,40,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-16,32,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-06,42,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-05,27,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-18,25,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-17,24,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-18,30,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-18,22,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-04-01,31,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-02,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-26,25,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-07,16,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-30,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-01,20,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-03,11,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-11,21,22:00-23:59,Low,2022-03-10 - 2022-03-20
Yes ,2022-04-06,44,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-11,19,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-28,11,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-06,23,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-12,12,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-29,39,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-15,16,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-03-19,17,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-14,24,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-30,33,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-29,29,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-18,42,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-09,28,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-11,16,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-23,11,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-30,34,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-04,35,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-01,25,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-25,15,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-02,49,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-29,35,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-20,34,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-06,39,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-21,26,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-04-04,11,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-10,33,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-18,47,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-10,25,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-29,37,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-02,15,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-21,20,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-23,29,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-28,30,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-01,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-03,24,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-02,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-03,12,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-03-21,34,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-27,29,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-02,13,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-15,11,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-20,23,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-28,24,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-27,26,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-18,36,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-19,31,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-02,46,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-11,18,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-25,33,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-07,24,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-04,34,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-02-11,17,00:00-04:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-19,28,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-17,10,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-16,31,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-01,32,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-08,37,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-17,32,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-02-14,24,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-30,39,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-04-04,26,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-03,28,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-19,30,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-13,20,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-20,45,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-02,35,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-27,43,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-23,13,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-20,35,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-16,25,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-14,21,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-12,11,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-13,29,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-14,20,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-18,22,19:00-22:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-08,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-04,25,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-06,22,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-31,16,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-11,54,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-18,22,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-13,26,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-09,10,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-04-04,43,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-05,19,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-18,28,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-03,31,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-11,19,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-19,20,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-26,14,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-14,42,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-23,25,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-12,16,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-24,22,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-04,37,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-21,17,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-12,15,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-01,12,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-18,39,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-08,28,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-05,16,07:00-10:00,Low,2022-03-01 - 2022-03-10
Yes ,2022-03-28,50,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-02,49,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-19,49,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-16,35,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-03,18,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,11,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-31,33,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-09,16,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-19,29,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-19,26,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-30,14,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-02,36,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-17,24,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-03,11,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-11,27,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-04-06,26,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-17,17,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-05,14,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-27,30,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-06,35,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-01,29,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-16,21,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-11,16,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-14,18,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-11,24,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-01,21,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-26,32,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-17,14,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-19,19,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-04-06,27,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-24,21,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-03-07,21,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-30,27,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-17,28,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-12,34,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-12,18,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-02,37,00:00-04:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,13,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-03,18,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-01,31,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-12,24,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-29,42,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-17,21,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-29,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-08,17,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-05,22,13:00-16:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-12,27,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-06,37,22:00-23:59,Jam,2022-04-01 - 2022-04-10
No ,2022-03-15,24,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-18,47,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-24,17,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-01,27,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-11,16,22:00-23:59,Low,2022-02-10 - 2022-02-20
Yes ,2022-03-25,53,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-15,16,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-10,36,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-06,15,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-28,26,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-31,15,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-24,28,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-23,30,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-10,20,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-17,32,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-26,26,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-02-12,22,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-02,44,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-31,26,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-25,14,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-28,26,13:00-16:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-15,19,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-09,25,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-04-03,36,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-05,29,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-11,24,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-19,29,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-09,10,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-03,18,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-08,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-13,10,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-24,22,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-14,39,22:00-23:59,Jam,2022-03-10 - 2022-03-20
No ,2022-04-01,22,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-02-11,18,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-03,25,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-17,20,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-11,24,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-02,19,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-21,33,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-03,25,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-02-12,36,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-05,17,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-01,23,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-05,29,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-05,12,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-28,32,22:00-23:59,Jam,2022-03-20 - 2022-03-31
No ,2022-02-11,46,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-27,36,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-28,28,13:00-16:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-21,32,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-17,30,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-24,31,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-18,40,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-21,15,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-30,51,13:00-16:00,High,2022-03-20 - 2022-03-31
